Participant Language,ImgName,ItemEnglish,HomonymLang,Expected,Response,Response in English,Match,Intersection,Match Partial,Partial Intersection,Freq,
tu,knuffel_2.png,hug,du,"sarılma, sarilma, sarılmak, sarilmak","sarılmak, sevgi","Hug, love",1,sarılmak,0,,1,
tu,knuffel_2.png,hug,du,"sarılma, sarilma, sarılmak, sarilmak",aşk,Love,0,,0,,1,
tu,knuffel_2.png,hug,du,"sarılma, sarilma, sarılmak, sarilmak","sevgi, ilişki, çift","Love, relationship, couple",0,,0,,1,
du,Kool_1.png,cabbage,du,kool,kool,,1,kool,0,,10,
du,Kool_1.png,cabbage,du,kool,bloemkook,,0,,1,bloemkook,1,
du,Kool_1.png,cabbage,du,kool,bloemkool,,0,,1,bloemkool,1,
du,Kool_1.png,cabbage,du,kool,boerenkool,,0,,1,boerenkool,1,
du,Kool_1.png,cabbage,du,kool,sla,,0,,0,,11,
du,Kool_1.png,cabbage,du,kool,blad,,0,,0,,1,
du,Kool_1.png,cabbage,du,kool,groente,,0,,0,,1,
du,Kool_1.png,cabbage,du,kool,"groente, knol",,0,,0,,1,
du,Kool_1.png,cabbage,du,kool,kropsla,,0,,0,,1,
du,Kool_1.png,cabbage,du,kool,"sla, groente",,0,,0,,1,
du,Kool_1.png,cabbage,du,kool,slakrop,,0,,0,,1,
tu,Kool_1.png,cabbage,du,lahana,lahana,Cabbage,1,lahana,0,,3,
tu,Kool_1.png,cabbage,du,lahana,"lahana, yaprak","Cabbage, leaf",1,lahana,0,,1,
tu,Kool_1.png,cabbage,du,lahana,kara lahana,Black cabbage,0,,0,,1,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",kool,,1,kool,0,,13,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",kolen,,1,kolen,0,,5,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",kolenm,,1,kolenm,0,,1,
du,Kool_2.png,coal,du,"kool, kolen, kolenm","kool, steen",,1,kool,0,,1,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",houtskool,,0,,1,houtskool,1,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",steen,,0,,0,,4,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",stenen,,0,,0,,2,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",as,,0,,0,,1,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",briket,,0,,0,,1,
du,Kool_2.png,coal,du,"kool, kolen, kolenm",ovaal,,0,,0,,1,
tu,Kool_2.png,coal,du,"kömür, komur",taş,Stone,0,,0,,2,
tu,Kool_2.png,coal,du,"kömür, komur",kor,Cinder,0,,0,,1,
tu,Kool_2.png,coal,du,"kömür, komur",köz,Ember,0,,0,,1,
tu,Kool_2.png,coal,du,"kömür, komur",kul,Ash,0,,0,,1,
du,Kraan_1.png,faucet,du,kraan,kraan,,1,kraan,0,,28,
du,Kraan_1.png,faucet,du,kraan,buitenkraan,,0,,1,buitenkraan,1,
du,Kraan_1.png,faucet,du,kraan,kran,,0,,0,,1,
tu,Kraan_1.png,faucet,du,musluk,musluk,Faucet,1,musluk,0,,3,
tu,Kraan_1.png,faucet,du,musluk,cesme,Faucet,0,,0,,1,
tu,Kraan_1.png,faucet,du,musluk,çeşme,Faucet,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,kraan,,1,kraan,0,,10,
du,Kraan_2.png,crane,du,kraan,"boorplatform, kraan",,1,kraan,0,,1,
du,Kraan_2.png,crane,du,kraan,"kraan, toren",,1,kraan,0,,1,
du,Kraan_2.png,crane,du,kraan,hijskraan,,0,,1,hijskraan,2,
du,Kraan_2.png,crane,du,kraan,machine,,0,,0,,2,
du,Kraan_2.png,crane,du,kraan,platform,,0,,0,,2,
du,Kraan_2.png,crane,du,kraan,booreiland,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,bouwen,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,bouwstelsel,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,bouwwerk,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,bouwwerkzaamheden,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,brug,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,fabriek,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,geen idee,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,kraam,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,oliedriller,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,olieplatform,,0,,0,,1,
du,Kraan_2.png,crane,du,kraan,steiger,,0,,0,,1,
tu,Kraan_2.png,crane,du,"vinç, vinc",prefabrik ev,Prefabricated house,0,,0,,2,
tu,Kraan_2.png,crane,du,"vinç, vinc","büyük bir alet, kulübe","Big tool, cottage",0,,0,,1,
tu,Kraan_2.png,crane,du,"vinç, vinc",konteyner,Container,0,,0,,1,
tu,Kraan_2.png,crane,du,"vinç, vinc",şantiye,Building site,0,,0,,1,
du,kruk_1.png,stool_chair,du,kruk,kruk,,1,kruk,0,,22,
du,kruk_1.png,stool_chair,du,kruk,krukje,,0,,1,krukje,8,
tu,kruk_1.png,stool_chair,du,tabure,tabure,Stool,1,tabure,0,,5,
du,kruk_2.png,crutch,du,"kruk, krukken",kruk,,1,kruk,0,,28,
du,kruk_2.png,crutch,du,"kruk, krukken",krukken,,1,krukken,0,,1,
du,kruk_2.png,crutch,du,"kruk, krukken",stok,,0,,0,,1,
tu,kruk_2.png,crutch,du,"koltuk değneği, koltuk degnegi",koltuk degnegi,Crutch,1,koltuk degnegi,0,,1,
tu,kruk_2.png,crutch,du,"koltuk değneği, koltuk degnegi",koltuk değneği,Crutch,1,koltuk değneği,0,,1,
tu,kruk_2.png,crutch,du,"koltuk değneği, koltuk degnegi",baston,Walking stick,0,,0,,1,
tu,kruk_2.png,crutch,du,"koltuk değneği, koltuk degnegi",değnek,Crutch,0,,0,,1,
tu,kruk_2.png,crutch,du,"koltuk değneği, koltuk degnegi",kolluk,Arm rest,0,,0,,1,
du,Leiding_1.png,pipe,du,leiding,leiding,,1,leiding,0,,11,
du,Leiding_1.png,pipe,du,leiding,"pijp, leiding",,1,leiding,0,,1,
du,Leiding_1.png,pipe,du,leiding,pijpleiding,,0,,1,pijpleiding,2,
du,Leiding_1.png,pipe,du,leiding,"buis, pijpleiding",,0,,1,pijpleiding,1,
du,Leiding_1.png,pipe,du,leiding,pijp,,0,,0,,7,
du,Leiding_1.png,pipe,du,leiding,buis,,0,,0,,4,
du,Leiding_1.png,pipe,du,leiding,"pijp, buis",,0,,0,,2,
du,Leiding_1.png,pipe,du,leiding,installatie,,0,,0,,1,
du,Leiding_1.png,pipe,du,leiding,koppelstuk,,0,,0,,1,
tu,Leiding_1.png,pipe,du,boru,boru,Pipe,1,boru,0,,5,
du,Leiding_2.png,leader,du,leiding,leider,,0,,1,leider,22,
du,Leiding_2.png,leader,du,leiding,"leider, baas",,0,,1,leider,2,
du,Leiding_2.png,leader,du,leiding,"leider, last",,0,,1,leider,1,
du,Leiding_2.png,leader,du,leiding,"leider, sturend",,0,,1,leider,1,
du,Leiding_2.png,leader,du,leiding,mannetje,,0,,0,,2,
du,Leiding_2.png,leader,du,leiding,poppetje,,0,,0,,1,
du,Leiding_2.png,leader,du,leiding,wijzen,,0,,0,,1,
tu,Leiding_2.png,leader,du,lider,lider,Leader,1,lider,0,,4,
tu,Leiding_2.png,leader,du,lider,"lider, hedef","Leader, goal",1,lider,0,,1,
du,licht_1.png,light,du,licht,"licht, spotlight",,1,licht,1,spotlight,1,
du,licht_1.png,light,du,licht,licht,,1,licht,0,,19,
du,licht_1.png,light,du,licht,witlicht,,0,,1,witlicht,1,
du,licht_1.png,light,du,licht,wazig,,0,,0,,2,
du,licht_1.png,light,du,licht,bijnadoodervaring,,0,,0,,1,
du,licht_1.png,light,du,licht,duisternis,,0,,0,,1,
du,licht_1.png,light,du,licht,maan,,0,,0,,1,
du,licht_1.png,light,du,licht,schaduw,,0,,0,,1,
du,licht_1.png,light,du,licht,schemer,,0,,0,,1,
du,licht_1.png,light,du,licht,vaag,,0,,0,,1,
du,licht_1.png,light,du,licht,vlek,,0,,0,,1,
tu,licht_1.png,light,du,"ışık, isik","bulaniklik, isik","Blur, light",1,isik,0,,1,
tu,licht_1.png,light,du,"ışık, isik",isik,Light,1,isik,0,,1,
tu,licht_1.png,light,du,"ışık, isik",ışık,Light,1,ışık,0,,1,
tu,licht_1.png,light,du,"ışık, isik","parlak, ışık","Shiny, light",1,ışık,0,,1,
tu,licht_1.png,light,du,"ışık, isik","bulanıklık, bulanık bir ışık","Blur, blurry light",0,,0,,1,
du,licht_2.png,light_weight,du,licht,"veer, licht, gewicht",,1,licht,0,,1,
du,licht_2.png,light_weight,du,licht,veer,,0,,0,,24,
du,licht_2.png,light_weight,du,licht,veertje,,0,,0,,3,
du,licht_2.png,light_weight,du,licht,"veer, in hand",,0,,0,,1,
du,licht_2.png,light_weight,du,licht,"veer, vangen",,0,,0,,1,
tu,licht_2.png,light_weight,du,hafif,hafif,Light,1,hafif,0,,1,
tu,licht_2.png,light_weight,du,hafif,tüy,Feather,0,,0,,3,
tu,licht_2.png,light_weight,du,hafif,tuy,Feather,0,,0,,1,
du,Lijst_1.png,list,du,lijst,lijst,,1,lijst,0,,5,
du,Lijst_1.png,list,du,lijst,checklist,,0,,1,checklist,4,
du,Lijst_1.png,list,du,lijst,to-do-lijst,,0,,1,to-do-lijst,2,
du,Lijst_1.png,list,du,lijst,vragenlijst,,0,,1,vragenlijst,2,
du,Lijst_1.png,list,du,lijst,controlelijst,,0,,1,controlelijst,1,
du,Lijst_1.png,list,du,lijst,invullijst,,0,,1,invullijst,1,
du,Lijst_1.png,list,du,lijst,"to-do lijst, checklist",,0,,1,"to-do lijst, checklist",1,
du,Lijst_1.png,list,du,lijst,to do lijst,,0,,1,to do lijst,1,
du,Lijst_1.png,list,du,lijst,aantekeningen,,0,,0,,2,
du,Lijst_1.png,list,du,lijst,agenda,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,clipboard,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,formulier,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,kladblok,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,list,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,notitie,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,notitieblok,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,notitiebord,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,takenlijst,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,to do list,,0,,0,,1,
du,Lijst_1.png,list,du,lijst,todolist,,0,,0,,1,
tu,Lijst_1.png,list,du,liste,liste,List,1,liste,0,,4,
tu,Lijst_1.png,list,du,liste,anket,Questinnaire,0,,0,,1,
du,Lijst_2.png,picture_pair,du,lijst,lijst,,1,lijst,0,,18,
du,Lijst_2.png,picture_pair,du,lijst,"lijst, schilderij",,1,lijst,0,,1,
du,Lijst_2.png,picture_pair,du,lijst,"schilderij, lijst",,1,lijst,0,,1,
du,Lijst_2.png,picture_pair,du,lijst,schilderlijst,,0,,1,schilderlijst,1,
du,Lijst_2.png,picture_pair,du,lijst,schilderij,,0,,0,,3,
du,Lijst_2.png,picture_pair,du,lijst,spiegel,,0,,0,,2,
du,Lijst_2.png,picture_pair,du,lijst,afbeelding laadt niet,,0,,0,,1,
du,Lijst_2.png,picture_pair,du,lijst,frame,,0,,0,,1,
du,Lijst_2.png,picture_pair,du,lijst,lisjt,,0,,0,,1,
du,Lijst_2.png,picture_pair,du,lijst,omlijsting,,0,,0,,1,
tu,Lijst_2.png,picture_pair,du,"çerçeve, cerceve",çerçeve,Frame,1,çerçeve,0,,3,
tu,Lijst_2.png,picture_pair,du,"çerçeve, cerceve",cerceve,Frame,1,cerceve,0,,2,
du,loper_1.png,skeleton_key,du,loper,loper,,1,loper,0,,1,
du,loper_1.png,skeleton_key,du,loper,slot,,0,,0,,6,
du,loper_1.png,skeleton_key,du,loper,pin,,0,,0,,4,
du,loper_1.png,skeleton_key,du,loper,lockpick,,0,,0,,2,
du,loper_1.png,skeleton_key,du,loper,naald,,0,,0,,2,
du,loper_1.png,skeleton_key,du,loper,sleutel,,0,,0,,2,
du,loper_1.png,skeleton_key,du,loper,/,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,geen idee,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,geforceerd slot,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,gereedscahp,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,gereedschao,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,ijzer,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,inbreken,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,lock-pick,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,lockpicker,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,prikker,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,schroevendraaier,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,slotkraker,,0,,0,,1,
du,loper_1.png,skeleton_key,du,loper,slotopenmaker,,0,,0,,1,
tu,loper_1.png,skeleton_key,du,maymuncuk,maymuncuk,Skeleton key,1,maymuncuk,0,,2,
tu,loper_1.png,skeleton_key,du,maymuncuk,cimbiz,Tweezers,0,,0,,1,
tu,loper_1.png,skeleton_key,du,maymuncuk,kilit,Lock,0,,0,,1,
tu,loper_1.png,skeleton_key,du,maymuncuk,tornavida,Screwdriver,0,,0,,1,
du,loper_2a.png,bishop_chess,du,loper,loper,,1,loper,0,,6,
du,loper_2a.png,bishop_chess,du,loper,"loper, schaakstuk",,1,loper,0,,3,
du,loper_2a.png,bishop_chess,du,loper,"schaakstuk, loper",,1,loper,0,,2,
du,loper_2a.png,bishop_chess,du,loper,pion,,0,,0,,8,
du,loper_2a.png,bishop_chess,du,loper,schaakstuk,,0,,0,,7,
du,loper_2a.png,bishop_chess,du,loper,schaakitem,,0,,0,,1,
du,loper_2a.png,bishop_chess,du,loper,schaaksteen,,0,,0,,1,
du,loper_2a.png,bishop_chess,du,loper,"schaakstuk, pion",,0,,0,,1,
du,loper_2a.png,bishop_chess,du,loper,schaken,,0,,0,,1,
tu,loper_2a.png,bishop_chess,du,fil,fil,Elephant,1,fil,0,,2,
tu,loper_2a.png,bishop_chess,du,fil,"satranç taşı, fil","Chess piece, bishop",1,fil,0,,1,
tu,loper_2a.png,bishop_chess,du,fil,piyon,Pawn,0,,0,,2,
du,Loper_2b.png,carpet,du,loper,"loper, tapijt",,1,loper,0,,2,
du,Loper_2b.png,carpet,du,loper,loper,,1,loper,0,,1,
du,Loper_2b.png,carpet,du,loper,"loper, kleed",,1,loper,0,,1,
du,Loper_2b.png,carpet,du,loper,"tapijt, loper",,1,loper,0,,1,
du,Loper_2b.png,carpet,du,loper,"kleed, overloper",,0,,1,overloper,1,
du,Loper_2b.png,carpet,du,loper,tapijt,,0,,0,,12,
du,Loper_2b.png,carpet,du,loper,kleed,,0,,0,,4,
du,Loper_2b.png,carpet,du,loper,vloerkleed,,0,,0,,4,
du,Loper_2b.png,carpet,du,loper,mat,,0,,0,,3,
du,Loper_2b.png,carpet,du,loper,"kleed, tapijt",,0,,0,,1,
tu,Loper_2b.png,carpet,du,"halı, hali, koridor halısı, koridor halisi",halı,Carpet,1,halı,0,,2,
tu,Loper_2b.png,carpet,du,"halı, hali, koridor halısı, koridor halisi",hali,Carpet,1,hali,0,,1,
tu,Loper_2b.png,carpet,du,"halı, hali, koridor halısı, koridor halisi","halı, giriş, antre","Carpet, entrance, antree",1,halı,0,,1,
tu,Loper_2b.png,carpet,du,"halı, hali, koridor halısı, koridor halisi",kilim,Rug,0,,0,,1,
du,Mat_1.png,doormat,du,mat,"mat, vloermat",,1,mat,1,vloermat,1,
du,Mat_1.png,doormat,du,mat,mat,,1,mat,0,,7,
du,Mat_1.png,doormat,du,mat,deurmat,,0,,1,deurmat,19,
du,Mat_1.png,doormat,du,mat,stoepmat,,0,,1,stoepmat,1,
du,Mat_1.png,doormat,du,mat,"welkommat,deurmat",,0,,1,"welkommat, deurmat",1,
du,Mat_1.png,doormat,du,mat,vloerkleed,,0,,0,,1,
tu,Mat_1.png,doormat,du,paspas,paspas,Doormat,1,paspas,0,,4,
tu,Mat_1.png,doormat,du,paspas,"mat, paspas","Mat, doormat",1,paspas,0,,1,
du,Mat_2.png,mullet_hair,du,mat,mat,,1,mat,0,,2,
du,Mat_2.png,mullet_hair,du,mat,matje,,0,,1,matje,17,
du,Mat_2.png,mullet_hair,du,mat,"matje, kapsel",,0,,1,matje,2,
du,Mat_2.png,mullet_hair,du,mat,"haar, matje",,0,,1,matje,1,
du,Mat_2.png,mullet_hair,du,mat,haarmatje,,0,,1,haarmatje,1,
du,Mat_2.png,mullet_hair,du,mat,oor,,0,,0,,3,
du,Mat_2.png,mullet_hair,du,mat,haar,,0,,0,,2,
du,Mat_2.png,mullet_hair,du,mat,mullet,,0,,0,,1,
du,Mat_2.png,mullet_hair,du,mat,"oor, haar",,0,,0,,1,
tu,Mat_2.png,mullet_hair,du,"mullet, aslan yelesi, mullet saç, mullet sac",saç,Hair,0,,0,,3,
tu,Mat_2.png,mullet_hair,du,"mullet, aslan yelesi, mullet saç, mullet sac",kulak,Ear,0,,0,,2,
du,mat_2b.png,mullet_hair,du,mat,mat,,1,mat,0,,2,
du,mat_2b.png,mullet_hair,du,mat,matje,,0,,1,matje,17,
du,mat_2b.png,mullet_hair,du,mat,haarmatje,,0,,1,haarmatje,1,
du,mat_2b.png,mullet_hair,du,mat,"matje, haar",,0,,1,matje,1,
du,mat_2b.png,mullet_hair,du,mat,"matje, kapsel",,0,,1,matje,1,
du,mat_2b.png,mullet_hair,du,mat,haar,,0,,0,,3,
du,mat_2b.png,mullet_hair,du,mat,haren,,0,,0,,2,
du,mat_2b.png,mullet_hair,du,mat,langeharen,,0,,0,,1,
du,mat_2b.png,mullet_hair,du,mat,mullet,,0,,0,,1,
du,mat_2b.png,mullet_hair,du,mat,nek,,0,,0,,1,
tu,mat_2b.png,mullet_hair,du,"mullet, aslan yelesi, mullet saç, mullet sac",saç,Hair,0,,0,,3,
tu,mat_2b.png,mullet_hair,du,"mullet, aslan yelesi, mullet saç, mullet sac",ense,Back of the neck,0,,0,,1,
tu,mat_2b.png,mullet_hair,du,"mullet, aslan yelesi, mullet saç, mullet sac","saç, rasta","Hair, dreadlocks",0,,0,,1,
du,mijn_1.png,mine_weapon,du,mijn,mijn,,1,mijn,0,,6,
du,mijn_1.png,mine_weapon,du,mijn,"bom, mijn",,1,mijn,0,,1,
du,mijn_1.png,mine_weapon,du,mijn,landmijn,,0,,1,landmijn,5,
du,mijn_1.png,mine_weapon,du,mijn,bom,,0,,0,,14,
du,mijn_1.png,mine_weapon,du,mijn,bo,,0,,0,,1,
du,mijn_1.png,mine_weapon,du,mijn,doodsgevaarlijk,,0,,0,,1,
du,mijn_1.png,mine_weapon,du,mijn,leger,,0,,0,,1,
du,mijn_1.png,mine_weapon,du,mijn,wapen,,0,,0,,1,
tu,mijn_1.png,mine_weapon,du,"mayın, mayin",mayın,Mine,1,mayın,0,,4,
tu,mijn_1.png,mine_weapon,du,"mayın, mayin",bomba,Bomb,0,,0,,1,
du,mijn_2.png,mine_place,du,mijn,mijn,,1,mijn,0,,9,
du,mijn_2.png,mine_place,du,mijn,"grot, mijn",,1,mijn,0,,3,
du,mijn_2.png,mine_place,du,mijn,mijngang,,0,,1,mijngang,2,
du,mijn_2.png,mine_place,du,mijn,grot,,0,,0,,14,
du,mijn_2.png,mine_place,du,mijn,mijnschacht,,0,,0,,1,
du,mijn_2.png,mine_place,du,mijn,ondergronds,,0,,0,,1,
tu,mijn_2.png,mine_place,du,ocak,ocak,Mine,1,ocak,0,,1,
tu,mijn_2.png,mine_place,du,ocak,maden,Mine,0,,0,,2,
tu,mijn_2.png,mine_place,du,ocak,mağara,Cave,0,,0,,1,
tu,mijn_2.png,mine_place,du,ocak,"mahzen,tunel","Vault, tunnel",0,,0,,1,
du,Monster_1.png,monster,du,monster,monster,,1,monster,0,,26,
du,Monster_1.png,monster,du,monster,"monster, tekenfilmkarakter",,1,monster,0,,1,
du,Monster_1.png,monster,du,monster,"monster, tekening",,1,monster,0,,1,
du,Monster_1.png,monster,du,monster,alien,,0,,0,,1,
du,Monster_1.png,monster,du,monster,spook,,0,,0,,1,
tu,Monster_1.png,monster,du,canavar,canavar,Monster,1,canavar,0,,3,
tu,Monster_1.png,monster,du,canavar,"canavar, bakteri, mikrop","Monster, bacteria, germ",1,canavar,0,,1,
tu,Monster_1.png,monster,du,canavar,bakteri,Bacteria,0,,0,,1,
du,Monster_2.png,sample,du,monster,monster,,1,monster,0,,1,
du,Monster_2.png,sample,du,monster,buisje,,0,,0,,16,
du,Monster_2.png,sample,du,monster,reageerbuis,,0,,0,,3,
du,Monster_2.png,sample,du,monster,testbuis,,0,,0,,2,
du,Monster_2.png,sample,du,monster,/,,0,,0,,1,
du,Monster_2.png,sample,du,monster,bloedbuisje,,0,,0,,1,
du,Monster_2.png,sample,du,monster,buis,,0,,0,,1,
du,Monster_2.png,sample,du,monster,flacon,,0,,0,,1,
du,Monster_2.png,sample,du,monster,labbuisje,,0,,0,,1,
du,Monster_2.png,sample,du,monster,reageerbuisje,,0,,0,,1,
du,Monster_2.png,sample,du,monster,vaccinatiebuisje,,0,,0,,1,
du,Monster_2.png,sample,du,monster,vial,,0,,0,,1,
tu,Monster_2.png,sample,du,"numune, örnek, ornek",tüp,Tube,0,,0,,2,
tu,Monster_2.png,sample,du,"numune, örnek, ornek",deney tüpü,Experiment tube,0,,0,,1,
tu,Monster_2.png,sample,du,"numune, örnek, ornek","laboratuvar tüpü, numune tüpü","Laboratuary tube, sample tube",0,,0,,1,
tu,Monster_2.png,sample,du,"numune, örnek, ornek",tup,Tube,0,,0,,1,
du,munt_1.png,mint,du,munt,munt,,1,munt,0,,22,
du,munt_1.png,mint,du,munt,muntblad,,0,,1,muntblad,3,
du,munt_1.png,mint,du,munt,blaadjes,,0,,0,,2,
du,munt_1.png,mint,du,munt,blad,,0,,0,,1,
du,munt_1.png,mint,du,munt,"bladeren, blad",,0,,0,,1,
du,munt_1.png,mint,du,munt,plant,,0,,0,,1,
tu,munt_1.png,mint,du,nane,nane,Mint,1,nane,0,,4,
tu,munt_1.png,mint,du,nane,ot,Weed,0,,0,,1,
du,munt_2.png,coin,du,munt,munt,,1,munt,0,,7,
du,munt_2.png,coin,du,munt,"munt, euro",,1,munt,0,,2,
du,munt_2.png,coin,du,munt,"euro, geldstuk, munt",,1,munt,0,,1,
du,munt_2.png,coin,du,munt,"munt, geld",,1,munt,0,,1,
du,munt_2.png,coin,du,munt,"munt, twee euro",,1,munt,0,,1,
du,munt_2.png,coin,du,munt,euromunt,,0,,1,euromunt,6,
du,munt_2.png,coin,du,munt,muntstuk,,0,,1,muntstuk,3,
du,munt_2.png,coin,du,munt,"euro, muntstuk",,0,,1,muntstuk,1,
du,munt_2.png,coin,du,munt,euro,,0,,0,,7,
du,munt_2.png,coin,du,munt,euroteken,,0,,0,,1,
tu,munt_2.png,coin,du,"madeni para, bozuk para, bozukluk",bozuk para,Coin,1,bozuk para,0,,2,
tu,munt_2.png,coin,du,"madeni para, bozuk para, bozukluk",madeni para,Coin,1,madeni para,0,,1,
tu,munt_2.png,coin,du,"madeni para, bozuk para, bozukluk",para,Money,0,,0,,2,
du,noten_1.png,nuts,du,"noten, noot",noten,,1,noten,0,,19,
du,noten_1.png,nuts,du,"noten, noot","noten, studentenhaver",,1,noten,0,,1,
du,noten_1.png,nuts,du,"noten, noot",nootjes,,0,,1,nootjes,4,
du,noten_1.png,nuts,du,"noten, noot","nootjes, eten",,0,,1,nootjes,1,
du,noten_1.png,nuts,du,"noten, noot",notenmix,,0,,1,notenmix,1,
du,noten_1.png,nuts,du,"noten, noot",notentaart,,0,,1,notentaart,1,
du,noten_1.png,nuts,du,"noten, noot",nootje,,0,,0,,1,
du,noten_1.png,nuts,du,"noten, noot",pinda's,,0,,0,,1,
du,noten_1.png,nuts,du,"noten, noot",zaden,,0,,0,,1,
tu,noten_1.png,nuts,du,"kuru yemiş, kuru yemis, kuruyemiş, kuruyemis",kuruyemiş,Nuts,1,kuruyemiş,0,,3,
tu,noten_1.png,nuts,du,"kuru yemiş, kuru yemis, kuruyemiş, kuruyemis",kuruyemis,Nuts,1,kuruyemis,0,,1,
tu,noten_1.png,nuts,du,"kuru yemiş, kuru yemis, kuruyemiş, kuruyemis","kuruyemiş, çerez",Nuts,1,kuruyemiş,0,,1,
du,noten_2.png,notes_music,du,"noten, noot",noten,,1,noten,0,,3,
du,noten_2.png,notes_music,du,"noten, noot","muziek, noten",,1,noten,0,,2,
du,noten_2.png,notes_music,du,"noten, noot",muzieknoten,,0,,1,muzieknoten,18,
du,noten_2.png,notes_music,du,"noten, noot",muzieknoot,,0,,1,muzieknoot,3,
du,noten_2.png,notes_music,du,"noten, noot",muziek,,0,,0,,4,
tu,noten_2.png,notes_music,du,"nota, notalar",nota,Note,1,nota,0,,3,
tu,noten_2.png,notes_music,du,"nota, notalar","müzik, nota","Music, note",1,nota,0,,1,
tu,noten_2.png,notes_music,du,"nota, notalar",notalar,Notes,1,notalar,0,,1,
du,Paard_1.png,horse,du,paard,paard,,1,paard,0,,28,
du,Paard_1.png,horse,du,paard,"paard, arabier",,1,paard,0,,1,
du,Paard_1.png,horse,du,paard,"paard, dier",,1,paard,0,,1,
tu,Paard_1.png,horse,du,at,at,Horse,1,at,0,,5,
du,Paard_2.png,pommel_horse,du,paard,paard,,1,paard,0,,9,
du,Paard_2.png,pommel_horse,du,paard,bok,,0,,0,,8,
du,Paard_2.png,pommel_horse,du,paard,brug,,0,,0,,3,
du,Paard_2.png,pommel_horse,du,paard,bank,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,"bok, turnen",,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,boxspring,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,exel,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,springbalk,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,tafel,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,turnbok,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,turnonderdeel,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,turntafel,,0,,0,,1,
du,Paard_2.png,pommel_horse,du,paard,turntoestel,,0,,0,,1,
tu,Paard_2.png,pommel_horse,du,kulplu beygir,"jimnastik aleti, kulplu beygir","Gymnastic tool, pommel horse",1,kulplu beygir,0,,1,
tu,Paard_2.png,pommel_horse,du,kulplu beygir,at,Horsse,0,,0,,1,
tu,Paard_2.png,pommel_horse,du,kulplu beygir,atlama platformu,Jumping platform,0,,0,,1,
tu,Paard_2.png,pommel_horse,du,kulplu beygir,denge yeri,Balance place,0,,0,,1,
tu,Paard_2.png,pommel_horse,du,kulplu beygir,"jimnastik ekipmanı, jimnastik tutacağı","Gymnastic tool, gymnastic holder",0,,0,,1,
du,pad_1.png,path,du,pad,pad,,1,pad,0,,6,
du,pad_1.png,path,du,pad,bospad,,0,,1,bospad,14,
du,pad_1.png,path,du,pad,"bos, bospad",,0,,1,bospad,1,
du,pad_1.png,path,du,pad,"paadje, bos",,0,,1,paadje,1,
du,pad_1.png,path,du,pad,wandelpad,,0,,1,wandelpad,1,
du,pad_1.png,path,du,pad,bos,,0,,0,,5,
du,pad_1.png,path,du,pad,bosroute,,0,,0,,1,
du,pad_1.png,path,du,pad,bosweg,,0,,0,,1,
